sms_text,category,transaction_type,amount,merchant,bank,bank_key,date,language
"Your monthly salary of EGP 14,061.00 has been credited to account ****2675 - QNBAlAhli",Salary,Salary Credit,14061.0,MONTHLY SALARY,QNBAlAhli,QNB_ALAHLI,27 JUN 2026,en
"Your monthly salary of EGP 19,332.81 has been credited to account ****8700 - AAIB-EGYPT",Salary,Salary Credit,19332.81,MONTHLY SALARY,AAIB-EGYPT,AAIB,05 MAR 2026,en
"Dear Customer, your card ending 7755 was used for EGP 525.70 at OSCAR MARKET on 22 FEB 2026 - QNB-EGYPT",Groceries,Purchase,525.7,OSCAR MARKET,QNB-EGYPT,QNB_ALAHLI,22 FEB 2026,en
"حولت لصديقك علي م**** M*** مبلغ 4,682.69 جنيه عن طريق تطبيق البنك على موبايلك.",Transfer,Transfer,4682.69,اورنج كاش,Alex Bank,Alexbank,20/06/2026,ar
"Transaction Alert: EGP 1,158.57 debited at Pandora on 25 MAY 2026. Card ****5958 - QNB",Shopping,Purchase,1158.57,Pandora,QNB,QNB_ALAHLI,25 MAY 2026,en
"From HSBC: 03JUN26 MCDONALDS Purchase from 534-607***-274 EGP 237.79- Your available balance is EGP 1,264.76",Dining,Purchase,237.79,MCDONALDS,HSBC,HSBC,03JUN26,en
AAIB Alert: EGP 367.30 debited from OTLOB/Account card ending 8758 at POS transaction.,Dining,Purchase,367.3,OTLOB,AAIB,AAIB,02 MAR 2026,en
تم الدفع لصالح SPOTIFY بمبلغ 345.02 جنيه عن طريق بطاقتك بتاريخ 25/04/2026,Entertainment,Purchase,345.02,SPOTIFY,FAB EGYPT,FAB,25/04/2026,ar
"عميلنا العزيز، تم تحويل مبلغ 3,500.22 ج.م من حسابكم عبر تطبيق الهاتف البنكي إلى حساب رقم XXXXX4277 في 14/07/2026 00:43.",Transfer,Transfer,3500.22,إنستا باي,BDC-Egypt,BANQUE_DU_CAIRE,14/07/2026,ar
Transaction Alert: EGP 313.25 debited at VOX CINEMA on 27 APR 2026. Card ****2077 - CIB-EGYPT,Entertainment,Purchase,313.25,VOX CINEMA,CIB-EGYPT,CIB,27 APR 2026,en
"تم تحويل مبلغ 2,533.16 جنيه إلى حساب ****3237 عبر تيلدا بتاريخ 04/06/2026",Transfer,Transfer,2533.16,تيلدا,Alex Bank,Alexbank,04/06/2026,ar
"Transaction Alert: EGP 1,273.23 debited at Pandora on 15 APR 2026. Card ****7917 - ADIB EGYPT",Shopping,Purchase,1273.23,Pandora,ADIB EGYPT,ADIB,15 APR 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 6886 لسداد مبلغ 255.53 ج.م لدى CAREEM.,Transport,Purchase,255.53,CAREEM,Banque Misr,BANQUE_MISR,24/02/2026,ar
"Cash withdrawal of EGP 2,062.44 from ATM on 15 MAR 2026. Card ****3222 - CIB-EGYPT",ATM Withdrawal,ATM Withdrawal,2062.44,ATM WITHDRAWAL,CIB-EGYPT,CIB,15 MAR 2026,en
"تمت عملية شراء بمبلغ 79.86 ج.م لدى OSN+ باستخدام بطاقتكم المنتهية برقم 4545. الرصيد المتاح: 4,913.40 ج.م.",Entertainment,Purchase,79.86,OSN+,AAIB,AAIB,07/03/2026,ar
"تم خصم 72.64 جم من بطاقة الائتمان رقم 6253 عند EMIRATES MISR يوم 06-17 الساعة 19:28 المتاح 3,275.26 جم للمزيد اتصل ب 19623",Transport,Purchase,72.64,EMIRATES MISR,NBE,NBE,06-17,ar
"Dear Customer, your card ending 2124 was used for EGP 949.29 at AWLAD RAGAB on 12 MAY 2026 - AAIB-EGYPT",Groceries,Purchase,949.29,AWLAD RAGAB,AAIB-EGYPT,AAIB,12 MAY 2026,en
Transaction Alert: EGP 446.90 debited at WATER COMPANY on 09 MAR 2026. Card ****1346 - CIB-EGYPT,Bills,Purchase,446.9,WATER COMPANY,CIB-EGYPT,CIB,09 MAR 2026,en
"Dear Customer, your card ending 7793 was used for EGP 2,674.42 at LC WAIKIKI on 14 JUN 2026 - بنك القاهرة",Shopping,Purchase,2674.42,LC WAIKIKI,بنك القاهرة,BANQUE_DU_CAIRE,14 JUN 2026,en
"Dear Customer, your card ending 9787 was used for EGP 45.05 at EGYPTIAN RAILWAYS on 07 FEB 2026 - CIB Egypt",Transport,Purchase,45.05,EGYPTIAN RAILWAYS,CIB Egypt,CIB,07 FEB 2026,en
"تم خصم 412.89 جم من حسابكم رقم 8708 عند JOHN MART يوم 02-18 الساعة 00:48 المتاح 3,369.15 جم للمزيد اتصل ب 19623",Groceries,Purchase,412.89,JOHN MART,البنك الأهلي المصري,NBE,02-18,ar
قمت بسحب مبلغ 621.62 ج.م نقدا بتاريخ 26/04/2026 من ماكينة صراف آلي - Banque Misr,ATM Withdrawal,ATM Withdrawal,621.62,ماكينة صراف آلي,Banque Misr,BANQUE_MISR,26/04/2026,ar
"AAIB-EGYPT Alert: Outward InstaPay transfer of EGP 4,112.07 from account XXXXX4093 was successful on 23 APR 2026 03:32. Ref: Family Support.",Transfer,Transfer,4112.07,INSTAPAY,AAIB-EGYPT,AAIB,23 APR 2026,en
"Dear Customer, your card ending 4581 was used for EGP 778.98 at ETISALAT MISR on 22 MAR 2026 - AAIB",Bills,Purchase,778.98,ETISALAT MISR,AAIB,AAIB,22 MAR 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 4792 لسداد مبلغ 141.64 ج.م لدى SHAHID.,Entertainment,Purchase,141.64,SHAHID,Banque Misr,BANQUE_MISR,05/03/2026,ar
"عزيزنا العميل، تم خصم مبلغ 1,425.02 جنيه من حسابك رقم ****1126 لدى DEFACTO بتاريخ 15/05/2026 - CIB Egypt",Shopping,Purchase,1425.02,DEFACTO,CIB Egypt,CIB,15/05/2026,ar
عزيزنا العميل، تم خصم مبلغ 385.13 جنيه من حسابك رقم ****9540 لدى WENDY'S بتاريخ 13/06/2026 - بنك القاهرة,Dining,Purchase,385.13,WENDY'S,بنك القاهرة,BANQUE_DU_CAIRE,13/06/2026,ar
"Dear Customer, your card ending 1077 was used for EGP 1,075.80 at Pandora on 25 JAN 2026 - CIB Egypt",Shopping,Purchase,1075.8,Pandora,CIB Egypt,CIB,25 JAN 2026,en
تم خصم 96.14 جم من حسابكم رقم 1576 عند ELMENUS يوم 04-09 الساعة 01:52 المتاح 163.07 جم للمزيد اتصل ب 19623,Dining,Purchase,96.14,ELMENUS,BanK-AlAhly,NBE,04-09,ar
QNB Alert: EGP 76.03 debited from VOX CINEMA/Account card ending 2395 at POS transaction.,Entertainment,Purchase,76.03,VOX CINEMA,QNB,QNB_ALAHLI,11 MAY 2026,en
"Your corporate salary of EGP 21,595.96 was credited to your account ending in 7306 on 05 JUL 2026. Your available balance is EGP 21,713.48.",Salary,Salary Credit,21595.96,MONTHLY SALARY,ADIB,ADIB,05 JUL 2026,en
"Your account XXXXX4890 has been credited with EGP 18,494.81 via Payroll Deposit on 02 JUN 2026. Thank you",Salary,Salary Credit,18494.81,MONTHLY SALARY,AAIB-EGYPT,AAIB,02 JUN 2026,en
Transaction Alert: EGP 167.45 debited at WATCH IT on 04 APR 2026. Card ****2633 - FAB,Entertainment,Purchase,167.45,WATCH IT,FAB,FAB,04 APR 2026,en
CIB-EGYPT Alert: EGP 251.46 debited from OSN+/Account card ending 3742 at POS transaction.,Entertainment,Purchase,251.46,OSN+,CIB-EGYPT,CIB,08 JUN 2026,en
"Transaction Alert: EGP 1,621.34 debited at JUMIA on 21 JAN 2026. Card ****2873 - بنك القاهرة",Shopping,Purchase,1621.34,JUMIA,بنك القاهرة,BANQUE_DU_CAIRE,21 JAN 2026,en
"إشعار سحب نقدي: 946.98 جم من حسابكم 1320 يوم 03-19 الساعة 15:14 المتاح 4,645.70 جم اتصل ب 19623",ATM Withdrawal,ATM Withdrawal,946.98,ماكينة صراف آلي,البنك الأهلي المصري,NBE,03-19,ar
AAIB-EGYPT Alert: EGP 799.16 debited from SEOUDI MARKET/Account card ending 6094 at POS transaction.,Groceries,Purchase,799.16,SEOUDI MARKET,AAIB-EGYPT,AAIB,20 JAN 2026,en
"تم تحويل مبلغ 1,846.39 جنيه إلى حساب ****9000 عبر إنستا باي بتاريخ 20/03/2026",Transfer,Transfer,1846.39,إنستا باي,BM-Egypt,BANQUE_MISR,20/03/2026,ar
"تم تحويل دفعة راتب واردة بمبلغ 12,212.83 ج.م إلى بطاقة المرتبات الخاصة بكم في 09/06/2026 الساعة 01:55.",Salary,Salary Credit,12212.83,راتب شهري,ADIB,ADIB,09/06/2026,ar
"Cash withdrawal of EGP 858.59 from (New Cairo) using card ending 9806 on 08 MAR 2026. Remaining Balance: EGP 5,289.10",ATM Withdrawal,ATM Withdrawal,858.59,ATM WITHDRAWAL,FAB_EGYPT,FAB,08 MAR 2026,en
"BM-Egypt Alert: EGP 2,763.53 debited from NOON/Account card ending 5045 at POS transaction.",Shopping,Purchase,2763.53,NOON,BM-Egypt,BANQUE_MISR,28 JAN 2026,en
"Dear Customer, EGP 2,184.72 was withdrawn via Cash Advance from your Credit Card ending 3532You withdrew EGP 2,184.72 from your account using your debit card on 01 MAR 2026 - BdC",ATM Withdrawal,ATM Withdrawal,2184.72,ATM WITHDRAWAL,BdC,BANQUE_DU_CAIRE,01 MAR 2026,en
"From HSBC: 15MAR26 Transfer to Etisalat Cash 408-972***-631 EGP 2,283.16- Your available balance is EGP 6,103.49",Transfer,Transfer,2283.16,Etisalat Cash,HSBC,HSBC,15MAR26,en
"تم خصم 326.28 جم من بطاقة الخصم رقم 2110 عند AWLAD RAGAB يوم 02-02 الساعة 10:28 المتاح 3,986.25 جم للمزيد اتصل ب 19623",Groceries,Purchase,326.28,AWLAD RAGAB,البنك الأهلي المصري,NBE,02-02,ar
"Dear Customer, your card ending 4487 was used for EGP 987.50 at H&M on 18 JAN 2026 - FAB EGYPT",Shopping,Purchase,987.5,H&M,FAB EGYPT,FAB,18 JAN 2026,en
تنبيه: عملية شراء بقيمة 409.07 جنيه في VODAFONE EGYPT تمت بنجاح - Banque Du Caire,Bills,Purchase,409.07,VODAFONE EGYPT,Banque Du Caire,BANQUE_DU_CAIRE,01/06/2026,ar
"Your corporate salary of EGP 20,345.54 was credited to your account ending in 4243 on 06 MAY 2026. Your available balance is EGP 22,266.49.",Salary,Salary Credit,20345.54,MONTHLY SALARY,QNB-EGYPT,QNB_ALAHLI,06 MAY 2026,en
"Your account XXXXX9632 has been credited with EGP 21,111.55 via Payroll Deposit on 20 JAN 2026. Thank you",Salary,Salary Credit,21111.55,MONTHLY SALARY,CIB,CIB,20 JAN 2026,en
Transaction Alert: EGP 107.25 debited at WATCH IT on 31 JAN 2026. Card ****2350 - FAB,Entertainment,Purchase,107.25,WATCH IT,FAB,FAB,31 JAN 2026,en
"Dear Customer, your card ending 9683 was used for EGP 343.07 at BREADFAST on 30 APR 2026 - ADIB",Groceries,Purchase,343.07,BREADFAST,ADIB,ADIB,30 APR 2026,en
Transaction Alert: EGP 369.67 debited at STARBUCKS on 31 MAY 2026. Card ****2043 - QNB,Dining,Purchase,369.67,STARBUCKS,QNB,QNB_ALAHLI,31 MAY 2026,en
ADIB_EGYPT Alert: EGP 214.95 debited from VOX CINEMA/Account card ending 2695 at POS transaction.,Entertainment,Purchase,214.95,VOX CINEMA,ADIB_EGYPT,ADIB,04 APR 2026,en
"Your monthly salary of EGP 11,010.47 has been credited to account ****8435 - ADIB",Salary,Salary Credit,11010.47,MONTHLY SALARY,ADIB,ADIB,08 MAY 2026,en
Transaction Alert: EGP 428.64 debited at SEOUDI MARKET on 16 JUN 2026. Card ****9254 - CIB Egypt,Groceries,Purchase,428.64,SEOUDI MARKET,CIB Egypt,CIB,16 JUN 2026,en
Transaction Alert: EGP 872.92 debited at BIM on 17 JAN 2026. Card ****6213 - CIB,Groceries,Purchase,872.92,BIM,CIB,CIB,17 JAN 2026,en
تنبيه: عملية شراء بقيمة 367.04 جنيه في ETISALAT MISR تمت بنجاح - Banque Du Caire,Bills,Purchase,367.04,ETISALAT MISR,Banque Du Caire,BANQUE_DU_CAIRE,29/06/2026,ar
"Transaction Alert: EGP 2,294.23 debited at RAYA SHOP on 25 MAR 2026. Card ****5448 - CIB-EGYPT",Shopping,Purchase,2294.23,RAYA SHOP,CIB-EGYPT,CIB,25 MAR 2026,en
QNB Alert: EGP 131.29 debited from CHILL OUT/Account card ending 7522 at POS transaction.,Transport,Purchase,131.29,CHILL OUT,QNB,QNB_ALAHLI,31 MAY 2026,en
"Dear Customer, your card ending 2583 was used for EGP 2,114.53 at H&M on 14 MAR 2026 - QNB",Shopping,Purchase,2114.53,H&M,QNB,QNB_ALAHLI,14 MAR 2026,en
"تم تحويل دفعة راتب واردة بمبلغ 7,902.85 ج.م إلى بطاقة المرتبات الخاصة بكم في 22/01/2026 الساعة 10:28.",Salary,Salary Credit,7902.85,راتب شهري,Banque Du Caire,BANQUE_DU_CAIRE,22/01/2026,ar
Transaction Alert: EGP 374.51 debited at SHAHID on 08 JUN 2026. Card ****1486 - FAB_EGYPT,Entertainment,Purchase,374.51,SHAHID,FAB_EGYPT,FAB,08 JUN 2026,en
"Dear Customer, your card ending 8953 was used for EGP 391.62 at HYPER ONE on 18 MAY 2026 - QNBAlAhli",Groceries,Purchase,391.62,HYPER ONE,QNBAlAhli,QNB_ALAHLI,18 MAY 2026,en
"CIB-EGYPT Alert: Outward InstaPay transfer of EGP 4,055.18 from account XXXXX1747 was successful on 21 FEB 2026 03:21. Ref: Rent Payment.",Transfer,Transfer,4055.18,FAWRY,CIB-EGYPT,CIB,21 FEB 2026,en
"تمت عملية شراء بمبلغ 2,489.25 ج.م لدى ZARA باستخدام بطاقتكم المنتهية برقم 3114. الرصيد المتاح: 6,025.20 ج.م.",Shopping,Purchase,2489.25,ZARA,بنك مصر,BANQUE_MISR,03/02/2026,ar
"تم تحويل مبلغ 2,690.59 جنيه إلى حساب ****1315 عبر فودافون كاش بتاريخ 01/06/2026",Transfer,Transfer,2690.59,فودافون كاش,FAB_EGYPT,FAB,01/06/2026,ar
"تم خصم 530.99 جم من بطاقة الائتمان رقم 7967 عند VODAFONE EGYPT يوم 07-04 الساعة 05:27 المتاح 3,573.30 جم للمزيد اتصل ب 19623",Bills,Purchase,530.99,VODAFONE EGYPT,BanK-AlAhly,NBE,07-04,ar
تنبيه: عملية شراء بقيمة 90.87 جنيه في EGYPTIAN RAILWAYS تمت بنجاح - Alex Bank,Transport,Purchase,90.87,EGYPTIAN RAILWAYS,Alex Bank,Alexbank,26/02/2026,ar
عزيزنا العميل، تم خصم مبلغ 320.02 جنيه من حسابك رقم ****6413 لدى SHAHID بتاريخ 25/06/2026 - بنك القاهرة,Entertainment,Purchase,320.02,SHAHID,بنك القاهرة,BANQUE_DU_CAIRE,25/06/2026,ar
Cash withdrawal of EGP 557.90 from ATM on 28 JAN 2026. Card ****4114 - BDC-Egypt,ATM Withdrawal,ATM Withdrawal,557.9,ATM WITHDRAWAL,BDC-Egypt,BANQUE_DU_CAIRE,28 JAN 2026,en
QNBAlAhli Alert: EGP 172.23 debited from VOX CINEMA/Account card ending 7942 at POS transaction.,Entertainment,Purchase,172.23,VOX CINEMA,QNBAlAhli,QNB_ALAHLI,22 JAN 2026,en
"Cash withdrawal of EGP 813.25 from (Rehab) using card ending 4177 on 10 MAR 2026. Remaining Balance: EGP 2,641.17",ATM Withdrawal,ATM Withdrawal,813.25,ATM WITHDRAWAL,CIB-EGYPT,CIB,10 MAR 2026,en
"Dear Customer, your card ending 8307 was used for EGP 2,943.19 at RAYA SHOP on 24 JAN 2026 - AAIB-EGYPT",Shopping,Purchase,2943.19,RAYA SHOP,AAIB-EGYPT,AAIB,24 JAN 2026,en
QNBAlAhli Alert: EGP 490.13 debited from WENDY'S/Account card ending 8347 at POS transaction.,Dining,Purchase,490.13,WENDY'S,QNBAlAhli,QNB_ALAHLI,20 MAR 2026,en
"From HSBC: 02JUN26 EMIRATES MISR Purchase from 514-989***-773 EGP 169.63- Your available balance is EGP 3,465.84",Transport,Purchase,169.63,EMIRATES MISR,HSBC,HSBC,02JUN26,en
"تمت عملية شراء بمبلغ 200.65 ج.م لدى NETFLIX باستخدام بطاقتكم المنتهية برقم 3232. الرصيد المتاح: 4,570.58 ج.م.",Entertainment,Purchase,200.65,NETFLIX,Banque Du Caire,BANQUE_DU_CAIRE,15/03/2026,ar
"From HSBC EGYPT: 10JUL26 CAREEM Purchase from 314-428***-305 EGP 113.32- Your available balance is EGP 3,022.24",Transport,Purchase,113.32,CAREEM,HSBC EGYPT,HSBC,10JUL26,en
AlexBank Alert: EGP 372.05 debited from ANGHAMI/Account card ending 4886 at POS transaction.,Entertainment,Purchase,372.05,ANGHAMI,AlexBank,Alexbank,19 FEB 2026,en
Transaction Alert: EGP 542.27 debited at SPINNEYS on 29 APR 2026. Card ****6198 - AAIB-EGYPT,Groceries,Purchase,542.27,SPINNEYS,AAIB-EGYPT,AAIB,29 APR 2026,en
"Dear Customer, your card ending 4204 was used for EGP 410.87 at GAS MISR on 02 MAY 2026 - FAB_EGYPT",Bills,Purchase,410.87,GAS MISR,FAB_EGYPT,FAB,02 MAY 2026,en
Transaction Alert: EGP 366.81 debited at TALABAT on 21 MAR 2026. Card ****3856 - FAB_EGYPT,Dining,Purchase,366.81,TALABAT,FAB_EGYPT,FAB,21 MAR 2026,en
ADIB EGYPT Alert: EGP 870.48 debited from FRESH/Account card ending 9136 at POS transaction.,Shopping,Purchase,870.48,FRESH,ADIB EGYPT,ADIB,28 MAY 2026,en
"AAIB Alert: EGP 2,409.11 debited from FRESH/Account card ending 7960 at POS transaction.",Shopping,Purchase,2409.11,FRESH,AAIB,AAIB,19 JAN 2026,en
AAIB-EGYPT Alert: EGP 326.67 debited from BUFFALO BURGER/Account card ending 2496 at POS transaction.,Dining,Purchase,326.67,BUFFALO BURGER,AAIB-EGYPT,AAIB,08 FEB 2026,en
"ADIB_EGYPT Alert: Outward InstaPay transfer of EGP 2,560.80 from account XXXXX7130 was successful on 17 FEB 2026 00:17. Ref: Family Support.",Transfer,Transfer,2560.8,FAWRY,ADIB_EGYPT,ADIB,17 FEB 2026,en
Transaction Alert: EGP 173.17 debited at ELECTRICITY COMPANY on 27 APR 2026. Card ****6957 - QNB-EGYPT,Bills,Purchase,173.17,ELECTRICITY COMPANY,QNB-EGYPT,QNB_ALAHLI,27 APR 2026,en
"Dear Customer, your card ending 3585 was used for EGP 1,892.40 at JUMIA on 31 JAN 2026 - FAB_EGYPT",Shopping,Purchase,1892.4,JUMIA,FAB_EGYPT,FAB,31 JAN 2026,en
"Your corporate salary of EGP 14,736.81 was credited to your account ending in 3307 on 24 APR 2026. Your available balance is EGP 18,760.21.",Salary,Salary Credit,14736.81,MONTHLY SALARY,بنك الأسكندرية,Alexbank,24 APR 2026,en
CIB Egypt Alert: EGP 618.31 debited from METRO MARKET/Account card ending 5583 at POS transaction.,Groceries,Purchase,618.31,METRO MARKET,CIB Egypt,CIB,08 FEB 2026,en
"Dear Customer, your card ending 8750 was used for EGP 1,938.16 at 2B on 10 JUL 2026 - QNB Al Ahli",Shopping,Purchase,1938.16,2B,QNB Al Ahli,QNB_ALAHLI,10 JUL 2026,en
تم الدفع لصالح GAS MISR بمبلغ 518.65 جنيه عن طريق بطاقتك بتاريخ 11/06/2026,Bills,Purchase,518.65,GAS MISR,بنك اسكندرية,Alexbank,11/06/2026,ar
"FAB EGYPT Alert: Outward InstaPay transfer of EGP 3,684.38 from account XXXXX6673 was successful on 24 JAN 2026 10:10. Ref: Loan Repayment.",Transfer,Transfer,3684.38,Etisalat Cash,FAB EGYPT,FAB,24 JAN 2026,en
"تنبيه: عملية شراء بقيمة 2,557.67 جنيه في Pandora تمت بنجاح - Banque Du Caire",Shopping,Purchase,2557.67,Pandora,Banque Du Caire,BANQUE_DU_CAIRE,12/02/2026,ar
ADIB EGYPT Alert: EGP 410.46 debited from BAZOOKA/Account card ending 4883 at POS transaction.,Dining,Purchase,410.46,BAZOOKA,ADIB EGYPT,ADIB,18 JAN 2026,en
"Dear Customer, your card ending 5815 was used for EGP 167.88 at NETFLIX on 27 FEB 2026 - AAIB",Entertainment,Purchase,167.88,NETFLIX,AAIB,AAIB,27 FEB 2026,en
عزيزنا العميل، تم خصم مبلغ 709.32 جنيه من حسابك رقم ****6952 لدى ETISALAT MISR بتاريخ 10/03/2026 - ADIB,Bills,Purchase,709.32,ETISALAT MISR,ADIB,ADIB,10/03/2026,ar
"From HSBC: 01MAY26 WATCH IT Purchase from 741-131***-838 EGP 374.83- Your available balance is EGP 2,755.79",Entertainment,Purchase,374.83,WATCH IT,HSBC,HSBC,01MAY26,en
"تم خصم 247.93 جم من حسابكم رقم 5712 عند TOTAL FUEL STATION يوم 02-22 الساعة 23:41 المتاح 4,578.90 جم للمزيد اتصل ب 19623",Transport,Purchase,247.93,TOTAL FUEL STATION,البنك الأهلي المصري,NBE,02-22,ar
"تم تحويل دفعة راتب واردة بمبلغ 13,805.66 ج.م إلى بطاقة المرتبات الخاصة بكم في 13/05/2026 الساعة 00:26.",Salary,Salary Credit,13805.66,راتب شهري,BdC,BANQUE_DU_CAIRE,13/05/2026,ar
"عميلنا العزيز، تم إضافة مرتبكم بمبلغ 16,622.80 ج.م إلى حسابكم المنتهي برقم 4030 بتاريخ 23/01/2026. رصيدكم المتاح الحالي هو 17,329.44 ج.م.",Salary,Salary Credit,16622.8,راتب شهري,Banque Du Caire,BANQUE_DU_CAIRE,23/01/2026,ar
عزيزنا العميل، تم خصم مبلغ 120.53 جنيه من حسابك رقم ****8494 لدى WENDY'S بتاريخ 29/06/2026 - BDC-Egypt,Dining,Purchase,120.53,WENDY'S,BDC-Egypt,BANQUE_DU_CAIRE,29/06/2026,ar
Transaction Alert: EGP 276.77 debited at BREADFAST on 22 MAR 2026. Card ****1660 - بنك القاهرة,Groceries,Purchase,276.77,BREADFAST,بنك القاهرة,BANQUE_DU_CAIRE,22 MAR 2026,en
قمت بسحب مبلغ 873.09 ج.م نقدا بتاريخ 20/03/2026 من ماكينة صراف آلي - FAB_EGYPT,ATM Withdrawal,ATM Withdrawal,873.09,ماكينة صراف آلي,FAB_EGYPT,FAB,20/03/2026,ar
ADIB Alert: Outward InstaPay transfer of EGP 302.16 from account XXXXX5576 was successful on 29 JAN 2026 04:11. Ref: Utility Split.,Transfer,Transfer,302.16,Etisalat Cash,ADIB,ADIB,29 JAN 2026,en
"تم خصم 200.75 جم من حسابكم رقم 9309 عند DIDI يوم 02-28 الساعة 23:56 المتاح 1,223.09 جم للمزيد اتصل ب 19623",Transport,Purchase,200.75,DIDI,BanK-AlAhly,NBE,02-28,ar
"تنبيه: تم سحب مبلغ 1,603.04 ج.م باستخدام بطاقة الخصم المباشر 7455 من ماكينة بنك آخر. تم تطبيق رسوم سحب بقيمة 2.00 ج.م.",ATM Withdrawal,ATM Withdrawal,1603.04,ماكينة صراف آلي,BDC-Egypt,BANQUE_DU_CAIRE,31/03/2026,ar
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 4027 لسداد مبلغ 193.43 ج.م لدى UBER.,Transport,Purchase,193.43,UBER,HSBC,HSBC,12/02/2026,ar
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 7974 لسداد مبلغ 182.25 ج.م لدى EMIRATES MISR.,Transport,Purchase,182.25,EMIRATES MISR,FAB_EGYPT,FAB,14/07/2026,ar
"Transaction Alert: EGP 1,726.30 debited at RAYA SHOP on 26 MAY 2026. Card ****1278 - QNB",Shopping,Purchase,1726.3,RAYA SHOP,QNB,QNB_ALAHLI,26 MAY 2026,en
"تم خصم 519.21 جم من بطاقة الخصم رقم 3177 عند ETISALAT MISR يوم 06-02 الساعة 03:38 المتاح 1,816.31 جم للمزيد اتصل ب 19623",Bills,Purchase,519.21,ETISALAT MISR,البنك الأهلي المصري,NBE,06-02,ar
"Dear Customer, your card ending 2871 was used for EGP 534.08 at SEOUDI MARKET on 25 JAN 2026 - QNB-EGYPT",Groceries,Purchase,534.08,SEOUDI MARKET,QNB-EGYPT,QNB_ALAHLI,25 JAN 2026,en
"Your account XXXXX2876 has been credited with EGP 7,640.85 via Payroll Deposit on 23 JUN 2026. Thank you",Salary,Salary Credit,7640.85,MONTHLY SALARY,AAIB-EGYPT,AAIB,23 JUN 2026,en
"Dear Customer, your card ending 3725 was used for EGP 201.23 at DIDI on 13 JUN 2026 - AAIB",Transport,Purchase,201.23,DIDI,AAIB,AAIB,13 JUN 2026,en
لقد قمت بسحب 653.12 جنيه نقدا من فرع البنك الرئيسي باستخدام بطاقتك رقم 4616.,ATM Withdrawal,ATM Withdrawal,653.12,ماكينة صراف آلي,بنك مصر,BANQUE_MISR,12/03/2026,ar
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 3589 لسداد مبلغ 182.69 ج.م لدى DIDI.,Transport,Purchase,182.69,DIDI,QNB-EGYPT,QNB_ALAHLI,20/01/2026,ar
"تمت عملية شراء بمبلغ 1,999.04 ج.م لدى B.TECH باستخدام بطاقتكم المنتهية برقم 7351. الرصيد المتاح: 3,320.82 ج.م.",Shopping,Purchase,1999.04,B.TECH,AlexandriaBank,Alexbank,24/06/2026,ar
"ADIB_EGYPT Alert: EGP 1,135.81 debited from LC WAIKIKI/Account card ending 8052 at POS transaction.",Shopping,Purchase,1135.81,LC WAIKIKI,ADIB_EGYPT,ADIB,11 JUN 2026,en
"Your monthly salary of EGP 6,866.22 has been credited to account ****2210 - FAB_EGYPT",Salary,Salary Credit,6866.22,MONTHLY SALARY,FAB_EGYPT,FAB,09 MAY 2026,en
Transaction Alert: EGP 625.92 debited at ELECTRICITY COMPANY on 19 MAR 2026. Card ****5396 - ADIB_EGYPT,Bills,Purchase,625.92,ELECTRICITY COMPANY,ADIB_EGYPT,ADIB,19 MAR 2026,en
Transaction Alert: EGP 324.12 debited at ANGHAMI on 20 APR 2026. Card ****3063 - FAB,Entertainment,Purchase,324.12,ANGHAMI,FAB,FAB,20 APR 2026,en
"Cash withdrawal of EGP 1,264.39 from (Fifth Settlement) using card ending 6498 on 14 JUL 2026. Remaining Balance: EGP 5,081.60",ATM Withdrawal,ATM Withdrawal,1264.39,ATM WITHDRAWAL,BM-Egypt,BANQUE_MISR,14 JUL 2026,en
"تمت عملية شراء بمبلغ 208.49 ج.م لدى TOTAL FUEL STATION باستخدام بطاقتكم المنتهية برقم 6527. الرصيد المتاح: 2,144.79 ج.م.",Transport,Purchase,208.49,TOTAL FUEL STATION,Alex Bank,Alexbank,25/06/2026,ar
تنبيه: عملية شراء بقيمة 378.49 جنيه في BREADFAST COFFEE تمت بنجاح - ADIB EGYPT,Dining,Purchase,378.49,BREADFAST COFFEE,ADIB EGYPT,ADIB,13/06/2026,ar
"From HSBC: 18JAN26 JOHN MART Purchase from 320-881***-444 EGP 442.10- Your available balance is EGP 2,584.04",Groceries,Purchase,442.1,JOHN MART,HSBC,HSBC,18JAN26,en
عزيزنا العميل، تم خصم مبلغ 785.43 جنيه من حسابك رقم ****7150 لدى AWLAD RAGAB بتاريخ 23/04/2026 - FAB EGYPT,Groceries,Purchase,785.43,AWLAD RAGAB,FAB EGYPT,FAB,23/04/2026,ar
Transaction Alert: EGP 187.07 debited at BREADFAST COFFEE on 15 MAR 2026. Card ****1594 - QNB-EGYPT,Dining,Purchase,187.07,BREADFAST COFFEE,QNB-EGYPT,QNB_ALAHLI,15 MAR 2026,en
"Transaction Alert: EGP 1,437.53 debited at DEFACTO on 13 APR 2026. Card ****2463 - ADIB EGYPT",Shopping,Purchase,1437.53,DEFACTO,ADIB EGYPT,ADIB,13 APR 2026,en
